Car_ID,Date,Customer_Name,Gender,Annual_Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body_Style,Phone,Dealer_Region
C_CND_013695,3/20/2022,Allison,Male,"$809,000 ",Ryder Truck Rental and Leasing,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",06457-3834,SUV,8461153,Middletown
C_CND_013696,3/20/2022,Austin,Male,"$1,015,000 ",Progressive Shippers Cooperative Association No,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,500 ",53546-9427,SUV,7100237,Greenville
C_CND_013697,3/22/2022,Allison,Male,"$1,165,000 ",Clay Johnson Auto Sales,Subaru,Forester,Double Overhead Camshaft,Auto,Black,"$22,500 ",78758-7841,SUV,8192876,Austin
C_CND_013698,3/22/2022,Aiden,Male,"$1,000,000 ",Suburban Ford,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,000 ",53546-9427,SUV,8745229,Janesville
C_CND_013699,3/22/2022,Angela,Male,"$1,726,000 ",U-Haul CO,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,600 ",78758-7841,SUV,6091073,Austin
C_CND_013700,3/22/2022,Achille,Male,"$1,870,000 ",Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",85257-3102,SUV,8381201,Scottsdale
C_CND_013701,3/23/2022,Ariana,Male,"$660,000 ",Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,"$38,000 ",78758-7841,SUV,7280545,Austin
C_CND_013702,3/24/2022,Ariela,Male,"$580,000 ",Scrivener Performance Engineering,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,"$16,000 ",38701-8047,SUV,8268210,Greenville
C_CND_013703,3/26/2022,Angelina,Male,"$1,825,000 ",Tri-State Mack Inc,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,500 ",85257-3102,SUV,6647690,Scottsdale
C_CND_013704,3/29/2022,Bianca,Male,"$447,000 ",Chrysler of Tri-Cities,Dodge,Caravan,Double Overhead Camshaft,Auto,Black,"$23,001 ",99301-3882,SUV,7514880,Pasco
C_CND_013705,3/29/2022,Kim,Male,"$500,000 ",Motor Vehicle Branch Office,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",78758-7841,SUV,8178475,Austin
C_CND_013706,4/2/2022,Carolina,Male,"$3,025,000 ",Classic Chevy,Dodge,Durango,Overhead Camshaft,Manual,Black,"$22,500 ",85257-3102,SUV,6574751,Scottsdale
C_CND_013707,4/4/2022,Chana,Male,"$900,000 ",Scrivener Performance Engineering,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",38701-8047,SUV,8966255,Greenville
C_CND_013708,4/4/2022,Charlie,Male,"$931,000 ",Suburban Ford,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",53546-9427,SUV,7279924,Janesville
C_CND_013709,4/5/2022,Henry,Male,"$890,500 ",McKinney Dodge Chrysler Jeep,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,"$22,500 ",85257-3102,SUV,6387475,Scottsdale
C_CND_013710,4/13/2022,Logan,Male,"$1,336,000 ",Motor Vehicle Branch Office,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,600 ",78758-7841,SUV,6673630,Scottsdale
C_CND_013711,4/16/2022,Gemma,Male,"$693,000 ",Diehl Motor CO Inc,Infiniti,I30,Double Overhead Camshaft,Auto,Black,"$49,000 ",06457-3834,SUV,8326725,Middletown
C_CND_013712,4/16/2022,Nathan,Male,"$700,000 ",Suburban Ford,Saturn,SL,Double Overhead Camshaft,Auto,Black,"$11,000 ",53546-9427,SUV,7053996,Aurora
C_CND_013713,4/17/2022,Hannah,Male,"$1,200,000 ",Star Enterprises Inc,Audi,A4,Double Overhead Camshaft,Auto,Black,"$27,001 ",99301-3882,SUV,7408123,Pasco
C_CND_013714,4/18/2022,Isabelle,Male,"$550,000 ",Saab-Belle Dodge,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",60504-7114,SUV,7773979,Aurora
C_CND_013715,4/18/2022,Elita,Male,"$651,000 ",Motor Vehicle Branch Office,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",78758-7841,SUV,7678082,Austin
C_CND_013716,4/18/2022,Romain,Male,"$1,100,000 ",New Castle Ford Lincoln Mercury,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",60504-7114,SUV,7939179,Aurora
C_CND_013717,4/27/2022,London,Male,"$1,430,000 ",Race Car Help,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,001 ",78758-7841,SUV,7967266,Austin
C_CND_013718,4/28/2022,London,Male,"$390,000 ",Chrysler Plymouth,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Black,"$45,000 ",53546-9427,SUV,8301913,Janesville
C_CND_013719,5/3/2022,Natalie,Male,"$315,000 ",C & M Motors Inc,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,000 ",60504-7114,SUV,8155767,Aurora
C_CND_013720,5/3/2022,Ada,Male,"$877,500 ",Ryder Truck Rental and Leasing,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,500 ",06457-3834,SUV,6820777,Aurora
C_CND_013721,5/7/2022,Leonard,Male,"$1,700,000 ",Star Enterprises Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",99301-3882,SUV,8465941,Pasco
C_CND_013722,5/12/2022,Ayesha,Male,"$716,000 ",Nebo Chevrolet,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",06457-3834,SUV,6780916,Aurora
C_CND_013723,5/14/2022,Scarlett,Male,"$490,000 ",Classic Chevy,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,"$25,000 ",85257-3102,SUV,7404503,Scottsdale
C_CND_013724,5/18/2022,Jade,Male,"$937,000 ",Ryder Truck Rental and Leasing,Mitsubishi,Mirage,Double Overhead Camshaft,Auto,Black,"$9,000 ",06457-3834,SUV,6193629,Middletown
C_CND_013725,5/21/2022,Suri,Male,"$770,000 ",Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,"$22,001 ",85257-3102,SUV,8640456,Scottsdale
C_CND_013726,5/22/2022,Talia,Male,"$965,000 ",Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,"$38,001 ",78758-7841,SUV,8355416,Austin
C_CND_013727,5/23/2022,Ketia,Male,"$512,000 ",Diehl Motor CO Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",06457-3834,SUV,7652809,Middletown
C_CND_013728,5/25/2022,Veronika,Male,"$1,340,000 ",Clay Johnson Auto Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,"$43,000 ",78758-7841,SUV,7030568,Austin
C_CND_013729,5/25/2022,Vivian,Male,"$1,100,000 ",Gartner Buick Hyundai Saab,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,"$16,001 ",38701-8047,SUV,6300724,Greenville
C_CND_013730,5/25/2022,Angie,Male,"$2,740,000 ",Scrivener Performance Engineering,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",38701-8047,SUV,6300454,Greenville
C_CND_013731,5/25/2022,Enzo,Male,"$4,500,000 ",Motor Vehicle Branch Office,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",78758-7841,SUV,8825544,Austin
C_CND_013732,5/28/2022,Aubrey,Male,"$1,550,000 ",U-Haul CO,Saturn,SL,Double Overhead Camshaft,Auto,Black,"$11,000 ",78758-7841,SUV,6395778,Austin
C_CND_013733,5/29/2022,Aiden,Male,"$440,000 ",Ryder Truck Rental and Leasing,Dodge,Caravan,Double Overhead Camshaft,Auto,Black,"$23,001 ",06457-3834,SUV,6512867,Middletown
C_CND_013734,5/31/2022,Troy,Male,"$300,000 ",Suburban Ford,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",53546-9427,SUV,6201295,Janesville
C_CND_013735,6/5/2022,Edwin,Male,"$1,705,000 ",Saab-Belle Dodge,Dodge,Viper,Overhead Camshaft,Manual,Black,"$26,500 ",60504-7114,SUV,6799224,Aurora
C_CND_013736,6/5/2022,Alex,Male,"$556,000 ",Iceberg Rentals,Saturn,SL,Double Overhead Camshaft,Auto,Black,"$11,000 ",53546-9427,SUV,7070702,Janesville
C_CND_013737,6/8/2022,Andrew,Male,"$1,135,000 ",Race Car Help,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,500 ",78758-7841,SUV,6024911,Austin
C_CND_013738,6/9/2022,Elisa,Male,"$1,295,000 ",Ryder Truck Rental and Leasing,Nissan,Quest,Overhead Camshaft,Manual,Black,"$19,500 ",06457-3834,SUV,7924859,Middletown
C_CND_013739,6/11/2022,Jason,Male,"$1,710,000 ",Race Car Help,Chevrolet,Malibu,Double Overhead Camshaft,Auto,Black,"$16,001 ",78758-7841,SUV,8218805,Austin
C_CND_013740,6/14/2022,Jaslene,Male,"$820,000 ",Scrivener Performance Engineering,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,000 ",38701-8047,SUV,6859432,Greenville
C_CND_013741,6/15/2022,Timothe,Male,"$625,000 ",Tri-State Mack Inc,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,000 ",85257-3102,SUV,6817357,Scottsdale
C_CND_013742,6/19/2022,Karla,Male,"$1,008,000 ",Pars Auto Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,800 ",38701-8047,SUV,6412841,Greenville
C_CND_013743,6/21/2022,Jayla,Male,"$1,090,500 ",U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,"$19,050 ",78758-7841,SUV,7220016,Janesville
C_CND_013744,6/22/2022,Thomas,Male,"$1,045,000 ",Enterprise Rent A Car,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,500 ",60504-7114,SUV,8949224,Aurora
C_CND_013745,6/22/2022,Kayleen,Male,"$1,170,000 ",Star Enterprises Inc,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,"$26,001 ",99301-3882,SUV,6922814,Pasco
C_CND_013746,6/25/2022,Heidy,Male,"$577,000 ",Scrivener Performance Engineering,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,000 ",38701-8047,SUV,6196943,Greenville
C_CND_013747,7/2/2022,Bryson,Male,"$1,305,000 ",New Castle Ford Lincoln Mercury,Infiniti,I30,Double Overhead Camshaft,Auto,Black,"$21,500 ",60504-7114,SUV,8186412,Aurora
C_CND_013748,7/2/2022,Juliana,Male,"$755,000 ",Tri-State Mack Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",85257-3102,SUV,8923896,Scottsdale
C_CND_013749,7/3/2022,Kamila,Male,"$1,501,000 ",Star Enterprises Inc,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,"$26,100 ",99301-3882,SUV,7712945,Pasco
C_CND_013750,7/5/2022,Riley,Male,"$665,000 ",Hatfield Volkswagen,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",99301-3882,SUV,6087851,Austin
C_CND_013751,7/8/2022,Nina,Male,"$1,252,000 ",Ryder Truck Rental and Leasing,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,"$26,200 ",06457-3834,SUV,8290796,Middletown
C_CND_013752,7/8/2022,Elisa,Male,"$980,000 ",Rabun Used Car Sales,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",85257-3102,SUV,6049609,Scottsdale
C_CND_013753,7/9/2022,Gabriel,Male,"$627,500 ",Iceberg Rentals,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Black,"$45,500 ",53546-9427,SUV,6194958,Janesville
C_CND_013754,7/11/2022,Isiah,Male,"$650,000 ",Star Enterprises Inc,Audi,A4,Double Overhead Camshaft,Auto,Black,"$27,001 ",99301-3882,SUV,6095160,Pasco
C_CND_013755,7/11/2022,Erwan,Male,"$1,265,000 ",New Castle Ford Lincoln Mercury,Saturn,SL,Double Overhead Camshaft,Auto,Black,"$11,500 ",60504-7114,SUV,6637412,Aurora
C_CND_013756,7/11/2022,Zara,Male,"$857,700 ",Hatfield Volkswagen,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,700 ",99301-3882,SUV,8241389,Janesville
C_CND_013757,7/12/2022,Jahmir,Male,"$585,000 ",Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,"$16,000 ",78758-7841,SUV,7851042,Austin
C_CND_013758,7/12/2022,Sienna,Male,"$638,000 ",Pars Auto Sales,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,001 ",38701-8047,SUV,7064305,Greenville
C_CND_013759,7/12/2022,Maud,Male,"$581,000 ",Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",99301-3882,SUV,8579187,Pasco
C_CND_013760,7/13/2022,Jasiah,Male,"$892,500 ",Buddy Storbeck's Diesel Service Inc,Volvo,S70,Double Overhead Camshaft,Auto,Black,"$26,500 ",06457-3834,SUV,8646549,Middletown
C_CND_013761,7/14/2022,Alessandra,Male,"$675,000 ",Tri-State Mack Inc,Dodge,Durango,Double Overhead Camshaft,Auto,Black,"$24,000 ",85257-3102,SUV,6216589,Middletown
C_CND_013762,7/16/2022,John,Male,"$875,000 ",Iceberg Rentals,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",53546-9427,SUV,8970414,Janesville
C_CND_013763,7/17/2022,Amanda,Male,"$1,180,000 ",C & M Motors Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",60504-7114,SUV,8682462,Janesville
C_CND_013764,7/20/2022,Kameron,Male,"$795,000 ",Suburban Ford,Saturn,SL,Double Overhead Camshaft,Auto,Black,"$11,000 ",53546-9427,SUV,8287335,Janesville
C_CND_013765,7/23/2022,Kymani,Male,"$280,000 ",Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",99301-3882,SUV,7811669,Pasco
C_CND_013766,7/25/2022,Selena,Male,"$790,000 ",Tri-State Mack Inc,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",85257-3102,SUV,8744096,Scottsdale
C_CND_013767,7/30/2022,Aubrey,Male,"$525,500 ",Classic Chevy,Dodge,Viper,Overhead Camshaft,Manual,Black,"$26,501 ",85257-3102,SUV,8130934,Scottsdale
C_CND_013768,8/2/2022,Barbara,Male,"$1,340,000 ",Nebo Chevrolet,Volkswagen,GTI,Overhead Camshaft,Manual,Black,"$25,000 ",06457-3834,SUV,7436415,Middletown
C_CND_013769,8/6/2022,Brooke,Male,"$1,916,000 ",U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,"$19,600 ",78758-7841,SUV,7606020,Austin
C_CND_013770,8/7/2022,Caroline,Male,"$1,507,000 ",Star Enterprises Inc,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,700 ",99301-3882,SUV,6731678,Pasco
C_CND_013771,8/7/2022,Paco,Male,"$1,210,000 ",C & M Motors Inc,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,000 ",60504-7114,SUV,8401090,Aurora
C_CND_013772,8/9/2022,Empty,Male,"$736,500 ",Ryder Truck Rental and Leasing,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,"$22,500 ",06457-3834,SUV,8074402,Middletown
C_CND_013773,8/9/2022,Florine,Male,"$1,030,000 ",Saab-Belle Dodge,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",60504-7114,SUV,6064155,Aurora
C_CND_013774,8/10/2022,Allan,Male,"$700,000 ",Iceberg Rentals,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,000 ",53546-9427,SUV,6611457,Janesville
C_CND_013775,8/16/2022,Finley,Male,"$780,000 ",Nebo Chevrolet,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,"$16,000 ",06457-3834,SUV,7423425,Middletown
C_CND_013776,8/16/2022,Fradel,Male,"$1,060,000 ",Pars Auto Sales,Lexus,ES300,Overhead Camshaft,Manual,Black,"$34,000 ",38701-8047,SUV,6168051,Greenville
C_CND_013777,8/17/2022,Bryan,Male,"$3,000,000 ",C & M Motors Inc,Mitsubishi,Eclipse,Double Overhead Camshaft,Auto,Black,"$27,000 ",60504-7114,SUV,6843996,Aurora
C_CND_013778,8/23/2022,Amelia,Male,"$650,000 ",Suburban Ford,Saturn,SC,Double Overhead Camshaft,Auto,Black,"$33,000 ",53546-9427,SUV,6995429,Janesville
C_CND_013779,8/23/2022,Isabelle,Male,"$533,000 ",McKinney Dodge Chrysler Jeep,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",85257-3102,SUV,7500043,Scottsdale
C_CND_013780,8/24/2022,Esther,Male,"$1,415,000 ",Star Enterprises Inc,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,500 ",99301-3882,SUV,8103558,Pasco
C_CND_013781,8/27/2022,Lara,Male,"$955,000 ",C & M Motors Inc,Dodge,Caravan,Double Overhead Camshaft,Auto,Black,"$23,000 ",60504-7114,SUV,6919612,Aurora
C_CND_013782,8/28/2022,Lauren,Male,"$675,000 ",Chrysler of Tri-Cities,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",99301-3882,SUV,7967539,Pasco
C_CND_013783,8/28/2022,Elina,Male,"$1,280,000 ",Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",85257-3102,SUV,7239646,Aurora
C_CND_013784,8/31/2022,Gianna,Male,"$3,300,000 ",Tri-State Mack Inc,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,"$16,000 ",85257-3102,SUV,6524864,Scottsdale
C_CND_013785,8/31/2022,Lily,Male,"$735,000 ",Rabun Used Car Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",85257-3102,SUV,6139953,Scottsdale
C_CND_013786,9/1/2022,Hanna,Male,"$817,000 ",Saab-Belle Dodge,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",60504-7114,SUV,6978122,Aurora
C_CND_013787,9/1/2022,Eoen,Male,"$950,000 ",Saab-Belle Dodge,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",60504-7114,SUV,6648082,Aurora
C_CND_013788,9/4/2022,Mikayla,Male,"$820,000 ",Gartner Buick Hyundai Saab,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,001 ",38701-8047,SUV,7161429,Greenville
C_CND_013789,9/4/2022,Kate,Male,"$795,000 ",Diehl Motor CO Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",06457-3834,SUV,8019425,Scottsdale
C_CND_013790,9/4/2022,Katherine,Male,"$2,361,000 ",Gartner Buick Hyundai Saab,Nissan,Quest,Overhead Camshaft,Manual,Black,"$38,100 ",38701-8047,SUV,6191425,Middletown
C_CND_013791,9/5/2022,Lily,Male,"$1,480,000 ",Suburban Ford,Saturn,SC,Double Overhead Camshaft,Auto,Black,"$33,000 ",53546-9427,SUV,7571945,Janesville
C_CND_013792,9/6/2022,Nora,Male,"$1,000,000 ",Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Black,"$22,001 ",53546-9427,SUV,6701797,Janesville
C_CND_013793,9/11/2022,Lola,Male,"$480,000 ",Rabun Used Car Sales,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",85257-3102,SUV,7660439,Scottsdale
C_CND_013794,9/11/2022,Nehemiah,Male,"$631,000 ",U-Haul CO,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",78758-7841,SUV,8784847,Austin
C_CND_013795,9/12/2022,Margot,Male,"$1,785,000 ",Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Black,"$22,500 ",53546-9427,SUV,7823152,Janesville
C_CND_013796,9/12/2022,Paul,Male,"$911,000 ",Gartner Buick Hyundai Saab,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",38701-8047,SUV,6782115,Greenville
C_CND_013797,9/15/2022,Aniya,Male,"$970,000 ",Ryder Truck Rental and Leasing,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",06457-3834,SUV,7351407,Austin
C_CND_013798,9/18/2022,Grace,Male,"$2,305,000 ",Saab-Belle Dodge,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,500 ",60504-7114,SUV,7925801,Janesville
C_CND_013799,9/20/2022,Giovani,Male,"$591,000 ",Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",85257-3102,SUV,8626384,Scottsdale
C_CND_013800,9/22/2022,Jayden,Male,"$532,500 ",U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,"$19,500 ",78758-7841,SUV,8979257,Austin
C_CND_013801,9/22/2022,Kelly,Male,"$595,000 ",Gartner Buick Hyundai Saab,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Black,"$18,000 ",38701-8047,SUV,7042956,Greenville
C_CND_013802,9/24/2022,Fiona,Male,"$1,530,000 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$20,000 ",99301-3882,SUV,7069372,Pasco
C_CND_013803,9/24/2022,Jeremias,Male,"$860,000 ",Diehl Motor CO Inc,Dodge,Viper,Overhead Camshaft,Manual,Black,"$26,001 ",06457-3834,SUV,7076481,Middletown
C_CND_013804,9/24/2022,Jesus,Male,"$530,000 ",Iceberg Rentals,Nissan,Quest,Overhead Camshaft,Manual,Black,"$38,000 ",53546-9427,SUV,7996906,Janesville
C_CND_013805,9/25/2022,Symphony,Male,"$1,400,000 ",Tri-State Mack Inc,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,001 ",85257-3102,SUV,7059728,Scottsdale
C_CND_013806,9/25/2022,Leandro,Male,"$910,000 ",Clay Johnson Auto Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,001 ",78758-7841,SUV,7107455,Austin
C_CND_013807,9/25/2022,Madelyn,Male,"$635,000 ",Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",06457-3834,SUV,7289073,Middletown
C_CND_013808,9/26/2022,Taraji,Male,"$1,311,000 ",Rabun Used Car Sales,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,101 ",85257-3102,SUV,7495891,Scottsdale
C_CND_013809,9/26/2022,Leila,Male,"$806,000 ",Ryder Truck Rental and Leasing,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",06457-3834,SUV,8618267,Middletown
C_CND_013810,10/1/2022,Analia,Male,"$1,150,000 ",Suburban Ford,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,000 ",53546-9427,SUV,6922351,Janesville
C_CND_013811,10/2/2022,Selena,Male,"$1,000,000 ",Progressive Shippers Cooperative Association No,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",53546-9427,SUV,7900498,Janesville
C_CND_013812,10/3/2022,Royce,Male,"$910,000 ",Scrivener Performance Engineering,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",38701-8047,SUV,8919043,Greenville
C_CND_013813,10/8/2022,Travis,Male,"$1,300,000 ",McKinney Dodge Chrysler Jeep,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,001 ",85257-3102,SUV,6458295,Scottsdale
C_CND_013814,10/12/2022,Denise,Male,"$1,001,000 ",Star Enterprises Inc,Dodge,Durango,Double Overhead Camshaft,Auto,Black,"$19,100 ",99301-3882,SUV,6401333,Aurora
C_CND_013815,10/13/2022,Ava,Male,"$390,000 ",Classic Chevy,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",85257-3102,SUV,7242226,Scottsdale
C_CND_013816,10/16/2022,Chelsea,Male,"$710,500 ",Nebo Chevrolet,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,"$22,500 ",06457-3834,SUV,8354635,Middletown
C_CND_013817,10/19/2022,Elizabeth,Male,"$338,000 ",Saab-Belle Dodge,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,000 ",60504-7114,SUV,6417692,Aurora
C_CND_013818,10/23/2022,Isabelle,Male,"$704,500 ",Clay Johnson Auto Sales,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,500 ",78758-7841,SUV,8124846,Austin
C_CND_013819,10/30/2022,Gavin,Male,"$755,000 ",Capitol KIA,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$15,000 ",38701-8047,SUV,6484595,Scottsdale
C_CND_013820,10/31/2022,Giovanny,Male,"$1,085,000 ",Saab-Belle Dodge,Dodge,Durango,Double Overhead Camshaft,Auto,Black,"$19,501 ",60504-7114,SUV,6704036,Aurora
C_CND_013821,11/1/2022,Paige,Male,"$820,000 ",Ryder Truck Rental and Leasing,Nissan,Quest,Overhead Camshaft,Manual,Black,"$12,000 ",06457-3834,SUV,7987499,Middletown
C_CND_013822,11/5/2022,Jimmy,Male,"$823,000 ",U-Haul CO,Nissan,Quest,Overhead Camshaft,Manual,Black,"$38,000 ",78758-7841,SUV,7630084,Austin
C_CND_013823,11/5/2022,Isla,Male,"$735,000 ",Tri-State Mack Inc,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",85257-3102,SUV,6720909,Scottsdale
C_CND_013824,11/7/2022,Justin,Male,"$1,031,000 ",Suburban Ford,Dodge,Durango,Double Overhead Camshaft,Auto,Black,"$19,100 ",53546-9427,SUV,7225898,Aurora
C_CND_013825,11/8/2022,Leo,Male,"$1,698,888 ",Saab-Belle Dodge,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,880 ",60504-7114,SUV,8665296,Aurora
C_CND_013826,11/8/2022,Alessandra,Male,"$470,000 ",Hatfield Volkswagen,Hyundai,Sonata,Overhead Camshaft,Manual,Black,"$15,000 ",99301-3882,SUV,7262134,Pasco
C_CND_013827,11/8/2022,Leila,Male,"$1,407,000 ",Tri-State Mack Inc,Honda,CR-V,Double Overhead Camshaft,Auto,Black,"$31,700 ",85257-3102,SUV,7252788,Scottsdale
C_CND_013828,11/9/2022,Livia,Male,"$1,185,000 ",Nebo Chevrolet,Dodge,Durango,Double Overhead Camshaft,Auto,Black,"$24,500 ",06457-3834,SUV,8440933,Middletown
C_CND_013829,11/9/2022,Michael,Male,"$330,000 ",Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Black,"$21,000 ",06457-3834,SUV,6554549,Janesville
C_CND_013830,11/10/2022,Kayla,Male,"$640,500 ",Ryder Truck Rental and Leasing,Plymouth,Neon,Double Overhead Camshaft,Auto,Black,"$9,500 ",06457-3834,SUV,7274808,Scottsdale
C_CND_013831,11/11/2022,Madeline,Male,"$606,000 ",U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,"$16,000 ",78758-7841,SUV,6738353,Austin
C_CND_013832,11/13/2022,Romeo,Male,"$1,015,000 ",Rabun Used Car Sales,Lexus,LX470,Double Overhead Camshaft,Auto,Black,"$22,500 ",85257-3102,SUV,7742424,Scottsdale
C_CND_013833,11/13/2022,Ruben,Male,"$830,000 ",Ryder Truck Rental and Leasing,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000 ",06457-3834,SUV,7112195,Middletown
